충전소위치,충전소위치상세,휴점일,이용가능시작시간,이용가능종료시간,완속충전가능여부,급속충전가능여부,급속충전기타입,완속충전기개수,급속충전기개수,주차료부과여부,행정구역,지번주소,도로명주소,관리업체,위도,경도,제공기관명,기준일,위도경도
소노벨 제주 (급),알수없음,연중무휴,00:00,24:00,False,True,DC콤보,0,2,True,제주시,제주특별자치도 제주시 조천읍 함덕리 274,제주특별자치도 제주시 조천읍 신북로 577,1544-3332,33.540178705,126.67131803,이지차저,20240926.0,"[33.540178705, 126.67131803]"
제주 감귤농장 (급),알수없음,연중무휴,00:00,24:00,False,True,DC콤보,0,2,False,서귀포시,제주특별자치도 서귀포시 남원읍 남원리 2140-6,제주특별자치도 서귀포시 남원읍 남위남성로 168,이지차,33.289952225,126.69345598,이지차저,20240926.0,"[33.289952225, 126.69345598]"
제주 박물관은 살아있다 (급),알수없음,연중무휴,00:00,24:00,False,True,DC콤보,0,2,True,서귀포시,제주특별자치도 서귀포시 색달동 2629,제주특별자치도 서귀포시 중문관광로 42,이지차저,33.254920098,126.41160933,이지차저,20240926.0,"[33.254920098, 126.41160933]"
봉성리마을회관,알수없음,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,제주시,제주특별자치도 제주시 애월읍 봉성리 3808-6,제주특별자치도 제주시 애월읍 봉성로 105,이지차저,33.422099978,126.31244482,이지차저,20240926.0,"[33.422099978, 126.31244482]"
봉성문화주택1차,지상주차장,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,제주시,제주특별자치도 제주시 애월읍 봉성리 3817-9,제주특별자치도 제주시 애월읍 봉성로 85,이지차저,33.4207156,126.3123657,이지차저,20240924.0,"[33.4207156, 126.3123657]"
봉성문화주택2차,알수없음,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,제주시,제주특별자치도 제주시 애월읍 봉성리 4131-1,제주특별자치도 제주시 애월읍 봉성로2길 13,이지차저,33.416442768,126.31217699,이지차저,20240924.0,"[33.416442768, 126.31217699]"
봉성문화주택3차,알수없음,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,제주시,제주특별자치도 제주시 애월읍 봉성리 3408-3,제주특별자치도 제주시 애월읍 중산간서로 5300,이지차저,33.424470861,126.3157749,이지차저,20240926.0,"[33.424470861, 126.3157749]"
제주도농아복지관,알수없음,연중무휴,00:00,24:00,True,True,AC완속,1,1,False,제주시,제주특별자치도 제주시 외도일동 1633,제주특별자치도 제주시 우령서로16길 19,이지차저,33.484877562,126.42565313,이지차저,20240926.0,"[33.484877562, 126.42565313]"
제주 대림위듀파크,알수없음,연중무휴,00:00,24:00,True,False,AC완속,1,0,False,제주시,제주특별자치도 제주시 한림읍 대림리 1884-1,제주특별자치도 제주시 한림읍 한림상로 241,이지차저,33.419668392,126.26719485,이지차저,20240926.0,"[33.419668392, 126.26719485]"
제주 일이삼타운,지상주차장,연중무휴,00:00,24:00,True,False,AC완속,2,0,False,제주시,제주특별자치도 제주시 조천읍 조천리 2645-1,제주특별자치도 제주시 조천읍 조천북2길 28,이지차저,33.5397649,126.6399798,이지차저,20240920.0,"[33.5397649, 126.6399798]"
해리안호텔,후문 주차장,연중무휴,00:00,24:00,True,False,AC완속,4,0,False,서귀포시,제주특별자치도 서귀포시 중문동 2167-16,제주특별자치도 서귀포시 천제연로 153,이지차저,33.25286067,126.4214029,이지차저,20240926.0,"[33.25286067, 126.4214029]"
성환사라봉아파트,알수없음,연중무휴,00:00,24:00,True,False,AC완속,4,0,False,제주시,제주특별자치도 제주시 일도이동 154-15,제주특별자치도 제주시 고마로13길 41,이지차저,33.510958719,126.54227342,이지차저,20240923.0,"[33.510958719, 126.54227342]"
제주룩스호텔,알수없음,연중무휴,00:00,24:00,True,False,AC완속,3,0,True,서귀포시,제주특별자치도 서귀포시 성산읍 고성리 298-41,제주특별자치도 서귀포시 성산읍 동류암로 38,이지차저,33.449058558,126.9162846,이지차저,20240921.0,"[33.449058558, 126.9162846]"
카페텐저린,알수없음,연중무휴,00:00,24:00,True,False,AC완속,1,0,False,서귀포시,제주특별자치도 서귀포시 법환동 1298-3,제주특별자치도 서귀포시 이어도로 880,이지차저,33.236284307,126.50871204,이지차저,20240926.0,"[33.236284307, 126.50871204]"
소풍이야기1동 민박,알수없음,연중무휴,00:00,24:00,True,False,AC완속,1,0,False,제주시,제주특별자치도 제주시 애월읍 하귀2리 2842-7,제주특별자치도 제주시 애월읍 애월해안로 832,이지차저,33.488705192,126.38710122,이지차저,20240911.0,"[33.488705192, 126.38710122]"
이엔_제주연구소,알수없음,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,제주시,제주특별자치도 제주시 아라일동 3008,제주특별자치도 제주시 첨단로8길 64,이엔,33.4446314,126.5687428,이엔,20240226.0,"[33.4446314, 126.5687428]"
E1 제주공항 전기차 충전소,알수없음,연중무휴,00:00,24:00,False,True,DC콤보,0,2,True,제주시,제주특별자치도 제주시 도두일동 2315,제주특별자치도 제주시 일주서로 7709,E1,33.494269176,126.47015032,E1,20240926.0,"[33.494269176, 126.47015032]"
E1 한라 전기차 충전소,충전소 내부에 위치,연중무휴,00:00,24:00,False,True,DC콤보,0,1,True,서귀포시,제주특별자치도 서귀포시 신효동 1325-2,제주특별자치도 서귀포시 일주동로 8281,E1,33.260347,126.60221,E1,20240924.0,"[33.260347, 126.60221]"
김녕농협,알수없음,"토,일 미개방",09:00,18:00,True,True,AC완속,1,1,False,제주시,제주특별자치도 제주시 구좌읍 김녕리 1895,제주특별자치도 제주시 구좌읍 김송로 14,E1,33.5493868,126.7518697,E1,20240924.0,"[33.5493868, 126.7518697]"
김녕농협,알수없음,"토,일 미개방",09:00,18:00,True,True,DC콤보,1,1,False,제주시,제주특별자치도 제주시 구좌읍 김녕리 1895,제주특별자치도 제주시 구좌읍 김송로 14,E1,33.5493868,126.7518697,E1,20240925.0,"[33.5493868, 126.7518697]"
제주 삼달다방,건물주차장,시설 상황에 따라 이용 제한,00:00,24:00,True,False,AC완속,2,0,False,서귀포시,제주특별자치도 서귀포시 성산읍 삼달리 1372,제주특별자치도 서귀포시 성산읍 삼달신풍로 95-24,이카플러그,33.3721769,126.839197,이카플러그,20240424.0,"[33.3721769, 126.839197]"
제주 노형성환그린1차,"지하 1층주차장 동쪽, 서쪽벽면",외부인 출입제한,00:00,24:00,True,False,AC완속,5,0,True,제주시,제주특별자치도 제주시 노형동 2528-1,제주특별자치도 제주시 정존5길 39,이카플러그,33.485116,126.4714976,이카플러그,20240921.0,"[33.485116, 126.4714976]"
제주 대기고등학교,구내주차장,시설 상황에 따라 이용 제한,00:00,24:00,True,False,AC완속,1,0,True,제주시,제주특별자치도 제주시 봉개동 1800,제주특별자치도 제주시 번영로 453-6,이카플러그,33.4925098,126.5932794,이카플러그,20240926.0,"[33.4925098, 126.5932794]"
제주 노형2차아이파크,"지하1층주차장 17~19기둥, 지하1층 주차장 202동",외부인 출입제한,00:00,24:00,True,False,AC완속,5,0,True,제주시,제주특별자치도 제주시 노형동 3791-1,제주특별자치도 제주시 노형12길 24,이카플러그,33.483,126.4795911,이카플러그,20240926.0,"[33.483, 126.4795911]"
제주 소길리 황토민박,구내주차장,시설 상황에 따라 이용 제한,00:00,24:00,True,False,AC완속,2,0,True,제주시,제주특별자치도 제주시 애월읍 소길리 1076-1,제주특별자치도 제주시 애월읍 광상로 595-29,이카플러그,33.435035,126.3719616,이카플러그,20240925.0,"[33.435035, 126.3719616]"
제주를 담다,건물 앞 주차장,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,제주시,제주특별자치도 제주시 구좌읍 세화리 1858-60,제주특별자치도 제주시 구좌읍 상도로 292-46,이카플러그,33.49094345,126.8496238,이카플러그,20240926.0,"[33.49094345, 126.8496238]"
서귀포 더그랜드섬오름,호텔 건물 옆 지상주차장,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 법환동 1498,제주특별자치도 서귀포시 막숙포로 118,이카플러그,33.232845827,126.50967588,이카플러그,20240926.0,"[33.232845827, 126.50967588]"
제주 우리집올래밥상,주차장,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,서귀포시,제주특별자치도 서귀포시 안덕면 서광리 1844-4,제주특별자치도 서귀포시 안덕면 녹차분재로 26,이카플러그,33.287919904,126.30311612,이카플러그,20240925.0,"[33.287919904, 126.30311612]"
제주신협 이도지점(NEWK),알수없음,연중무휴,00:00,24:00,False,True,DC콤보,0,1,False,제주시,제주특별자치도 제주시 아라일동 2568-2,제주특별자치도 제주시 연북로 522,이카플러그,33.484562987,126.5360772,이카플러그,,"[33.484562987, 126.5360772]"
골든렉시움더테라스하우스,알수없음,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,서귀포시,제주특별자치도 서귀포시 서홍동 1248,제주특별자치도 서귀포시 서홍로178번길 96,이엘일렉트릭,33.25713214,126.5547507,이엘일렉트릭,20240924.0,"[33.25713214, 126.5547507]"
평지동 마을회 위브이 충전소,제주특별자치도 서귀포시 대정읍 무영로228번길 9,연중무휴,00:00,24:00,True,True,AC완속,1,1,True,서귀포시,제주특별자치도 서귀포시 대정읍 무릉리 939-4,제주특별자치도 서귀포시 대정읍 무영로228번길 9,위브이,33.280946,126.222811,이엘일렉트릭,,"[33.280946, 126.222811]"
평지동 마을회 위브이 충전소,제주특별자치도 서귀포시 대정읍 무영로228번길 9,연중무휴,00:00,24:00,True,True,DC콤보,1,1,True,서귀포시,제주특별자치도 서귀포시 대정읍 무릉리 939-4,제주특별자치도 서귀포시 대정읍 무영로228번길 9,위브이,33.280946,126.222811,이엘일렉트릭,,"[33.280946, 126.222811]"
최남단 식당 위브이 충전소,제주특별자치도 서귀포시 대정읍 최남단해안로 40,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,서귀포시,제주특별자치도 서귀포시 대정읍 하모리 2131-7,제주특별자치도 서귀포시 대정읍 최남단해안로 40,위브이,33.216893,126.25215,이엘일렉트릭,,"[33.216893, 126.25215]"
카페더라이트,알수없음,연중무휴,00:00,24:00,True,True,DC차데모+AC3상+DC콤보,2,1,True,서귀포시,제주특별자치도 서귀포시 성산읍 성산리 298-22,제주특별자치도 서귀포시 성산읍 한도로 267,주식회사 에버온,33.466182984017,126.9359147434,에버온,20240925.0,"[33.466182984017, 126.9359147434]"
제주산학융합원,제주산학융합원 야외 주차장,연중무휴,00:00,24:00,True,True,AC완속,5,3,True,제주시,제주특별자치도 제주시 아라일동 3005-3,제주특별자치도 제주시 첨단로8길 36,에버온,33.447622577,126.56754052,에버온,20231128.0,"[33.447622577, 126.56754052]"
제주 첨단과학단지 야외주차장,제주 첨단과학단지 야외주차장,연중무휴,00:00,24:00,True,False,AC완속,4,0,True,제주시,제주특별자치도 제주시 영평동 2179-2,제주특별자치도 제주시 첨단로 216-18,에버온,33.452349492,126.56958709,에버온,20231128.0,"[33.452349492, 126.56958709]"
농협은행 제주시지부,알수없음,알 수 없음,알 수 없음,알 수 없음,True,False,AC완속,1,0,True,제주시,제주특별자치도 제주시 연동 303-1,제주특별자치도 제주시 신대로 110,주식회사 에버온,33.487463867,126.49619765,에버온,20240925.0,"[33.487463867, 126.49619765]"
농협은행 서귀포시지부,알수없음,알 수 없음,알 수 없음,알 수 없음,True,False,AC완속,1,0,True,서귀포시,제주특별자치도 서귀포시 강정동 155-1,제주특별자치도 서귀포시 신중로 30,주식회사 에버온,33.255014102,126.50847262,에버온,20240924.0,"[33.255014102, 126.50847262]"
제주서귀포_더웨이팅,더웨이팅 사업장 옆,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,서귀포시,제주특별자치도 서귀포시 표선면 표선리 1470,제주특별자치도 서귀포시 표선면 표선동서로 147,에버온,33.317995911,126.82828516,에버온,20240902.0,"[33.317995911, 126.82828516]"
JDC 행복주택,알수없음,연중무휴,00:00,24:00,True,True,AC완속,15,1,True,제주시,제주특별자치도 제주시 월평동 717-3,제주특별자치도 제주시 첨단로동길 10,에버온,33.45839263,126.57451743,에버온,20231128.0,"[33.45839263, 126.57451743]"
제주애월 하얀집,야외주차장,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,제주시,제주특별자치도 제주시 애월읍 광령리 956,제주특별자치도 제주시 애월읍 광령평화7길 1,에버온,33.450425309,126.43765797,에버온,20240924.0,"[33.450425309, 126.43765797]"
제주아라 주원라비앙,"102동쪽 지상주차장 입구쪽 1대, 맞은편 1대",연중무휴,00:00,24:00,True,False,AC완속,2,0,False,제주시,제주특별자치도 제주시 아라일동 2745-1,제주특별자치도 제주시 아연로 512,에버온,33.476005005,126.53457641,에버온,20240925.0,"[33.476005005, 126.53457641]"
제주 전문건설공제조합,지상주차장,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,제주시,제주특별자치도 제주시 노형동 710-1,제주특별자치도 제주시 연북로 17,에버온,33.482388808,126.48327929,에버온,20240926.0,"[33.482388808, 126.48327929]"
한국전기안전공사 제주지역본부,지상주차장,연중무휴,00:00,24:00,True,False,AC완속,14,0,True,제주시,제주특별자치도 제주시 영평동 2191-2,제주특별자치도 제주시 첨단로8길 86-9,에버온,33.443231,126.5709499,에버온,20240926.0,"[33.443231, 126.5709499]"
농협은행 제주영업본부,농협건물 안쪽 주차장 기둥,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,제주시,제주특별자치도 제주시 삼도일동 794-3,제주특별자치도 제주시 서사로 56,에버온,33.50756314,126.51967268,에버온,20240903.0,"[33.50756314, 126.51967268]"
제주서귀포 별해리아파트,103동 지상1층 주차장,연중무휴,00:00,24:00,True,False,AC완속,4,0,False,서귀포시,제주특별자치도 서귀포시 서홍동 1891-1,제주특별자치도 서귀포시 서홍로 205-12,에버온,33.2653902,126.549434,에버온,20240925.0,"[33.2653902, 126.549434]"
제주서귀포 고흐의정원,고흐의정원 전용 주차장,연중무휴,00:00,24:00,True,False,AC완속,2,0,False,서귀포시,제주특별자치도 서귀포시 성산읍 삼달리 1185,제주특별자치도 서귀포시 성산읍 삼달신풍로 126-3,에버온,33.3732864,126.8438141,에버온,20240925.0,"[33.3732864, 126.8438141]"
제주제주 제이시티팰리스,1층캐노피주차장,연중무휴,00:00,24:00,True,False,AC완속,2,0,False,제주시,제주특별자치도 제주시 외도일동 491-9,제주특별자치도 제주시 우정로8길 27,에버온,33.4891006,126.4278517,에버온,20240925.0,"[33.4891006, 126.4278517]"
제주제주 내트럭하우스 제주사업소,지상주차장,연중무휴,00:00,24:00,True,False,AC완속,2,0,False,제주시,제주특별자치도 제주시 도련일동 2574-1,제주특별자치도 제주시 번영로 345,에버온,33.4976276,126.5814641,에버온,20240926.0,"[33.4976276, 126.5814641]"
