충전소위치,충전소위치상세,휴점일,이용가능시작시간,이용가능종료시간,완속충전가능여부,급속충전가능여부,급속충전기타입,완속충전기개수,급속충전기개수,주차료부과여부,행정구역,지번주소,도로명주소,관리업체,위도,경도,제공기관명,기준일,위도경도
민하우스,건물주차장 진입 후 우측 첫번째주차면,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,제주시,제주특별자치도 제주시 애월읍 하귀1리 142-4,제주특별자치도 제주시 애월읍 하귀5길 18,제주전기자동차서비스,33.486265,126.4170287,제주전기자동차서비스,20240925.0,"[33.486265, 126.4170287]"
가온하우스,가온하우스 진입 후 좌측,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,제주시,제주특별자치도 제주시 도련일동 1763,제주특별자치도 제주시 도련1길 38,제주전기자동차서비스,33.5104573,126.5890452,제주전기자동차서비스,20240925.0,"[33.5104573, 126.5890452]"
정우빌,정우빌 주차장,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,제주시,제주특별자치도 제주시 오라삼동 2133-4,제주특별자치도 제주시 동성길 76-8,제주전기자동차서비스,33.49411,126.50759,제주전기자동차서비스,20240926.0,"[33.49411, 126.50759]"
라임빌,라임빌 진입로 좌측 주차장,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,제주시,제주특별자치도 제주시 노형동 2844-1,제주특별자치도 제주시 월광로 61,제주전기자동차서비스,33.48641,126.46694,제주전기자동차서비스,20240926.0,"[33.48641, 126.46694]"
대산운수,실외 주차장,연중무휴,00:00,24:00,True,True,DC콤보,1,2,True,제주시,제주특별자치도 제주시 구좌읍 세화리 1500-15,제주특별자치도 제주시 구좌읍 세화3길 30-3,제주전기자동차서비스,33.52595,126.85676,제주전기자동차서비스,20240925.0,"[33.52595, 126.85676]"
대산운수,실외 주차장,연중무휴,00:00,24:00,True,True,AC완속,1,2,True,제주시,제주특별자치도 제주시 구좌읍 세화리 1500-15,제주특별자치도 제주시 구좌읍 세화3길 30-3,제주전기자동차서비스,33.52595,126.85676,제주전기자동차서비스,20240926.0,"[33.52595, 126.85676]"
더스테이크리스마스,더스테이크리스마스 정문 주차장 정면,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,제주시,제주특별자치도 제주시 애월읍 유수암리 3263-20,제주특별자치도 제주시 애월읍 유수암평화5길 62-50,제주전기자동차서비스,33.42167,126.40405,제주전기자동차서비스,20240925.0,"[33.42167, 126.40405]"
협재섬바다,협재섬바다 정문 주차장,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,제주시,제주특별자치도 제주시 한림읍 협재리 2765-5,제주특별자치도 제주시 한림읍 금능남로 53,제주전기자동차서비스,33.383216672,126.2353407,제주전기자동차서비스,20240925.0,"[33.383216672, 126.2353407]"
제주제일중학교,제주제일중학교 본관 뒤편 주차장,연중무휴,09:00,18:00,True,False,AC완속,1,0,True,제주시,제주특별자치도 제주시 이도이동 539-4,제주특별자치도 제주시 남광로 33,제주전기자동차서비스,33.495674649,126.53920871,제주전기자동차서비스,20240926.0,"[33.495674649, 126.53920871]"
동홍주공5단지아파트,동홍주공5단지 501동 뒤편,연중무휴,00:00,24:00,True,False,AC완속,12,0,True,서귀포시,제주특별자치도 서귀포시 동홍동 1674,제주특별자치도 서귀포시 중산간동로 8002,제주전기자동차서비스,33.26476,126.56222,제주전기자동차서비스,20240926.0,"[33.26476, 126.56222]"
디지털한빛아파트,101동 앞 주차장,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,제주시,제주특별자치도 제주시 연동 257,제주특별자치도 제주시 연동4길 32,제주전기자동차서비스,33.48323,126.48762,제주전기자동차서비스,20240926.0,"[33.48323, 126.48762]"
예스렌트카2,예스렌트카 차고지,연중무휴,09:00,18:00,False,True,DC차데모+DC콤보,0,2,True,제주시,제주특별자치도 제주시 도두일동 1375-2,제주특별자치도 제주시 오일장중길 117,제주전기자동차서비스,33.50007,126.477877,제주전기자동차서비스,20240926.0,"[33.50007, 126.477877]"
금등첨화,금등첨화 주차장,연중무휴,09:00,18:00,True,False,AC완속,1,0,True,제주시,제주특별자치도 제주시 한경면 금등리 348-5,제주특별자치도 제주시 한경면 금등4길 149-44,제주전기자동차서비스,33.34896,126.202071,제주전기자동차서비스,20240925.0,"[33.34896, 126.202071]"
제주지방해양경찰청2,실외 주차장,연중무휴,09:00,18:00,False,True,DC차데모+DC콤보,0,1,True,제주시,제주특별자치도 제주시 아라일동 2444,제주특별자치도 제주시 구산로 65,제주전기자동차서비스,33.48636,126.54097,제주전기자동차서비스,20240926.0,"[33.48636, 126.54097]"
카페봄봄 한북로점,실외 주차장,연중무휴,00:00,24:00,False,True,DC차데모+DC콤보,0,1,True,제주시,제주특별자치도 제주시 오등동 767-2,제주특별자치도 제주시 한북로 132,제주전기자동차서비스,33.46324,126.53013,제주전기자동차서비스,20240926.0,"[33.46324, 126.53013]"
제주썬호텔카지노,실외 주차장,연중무휴,00:00,24:00,False,True,DC콤보,0,2,True,제주시,제주특별자치도 제주시 연동 291-30,제주특별자치도 제주시 삼무로 67,제주전기자동차서비스,33.48979,126.49437,제주전기자동차서비스,20240926.0,"[33.48979, 126.49437]"
빨간궁전 펜션,실외 주차장,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,제주시,제주특별자치도 제주시 애월읍 애월리 21,제주특별자치도 제주시 애월읍 고내봉길 42-9,제주전기자동차서비스,33.459634,126.335977,제주전기자동차서비스,20240926.0,"[33.459634, 126.335977]"
빨간궁전 펜션2,안쪽 주차장 건물 벽,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,제주시,제주특별자치도 제주시 애월읍 애월리 21,제주특별자치도 제주시 애월읍 고내봉길 42-9,제주전기자동차서비스,33.459392,126.335159,제주전기자동차서비스,20240926.0,"[33.459392, 126.335159]"
신라호텔제주,알수없음,연중무휴,00:00,24:00,True,True,DC차데모+AC3상+DC콤보,7,7,True,서귀포시,제주특별자치도 서귀포시 색달동 3039-3,제주특별자치도 서귀포시 중문관광로72번길 75,제주전기자동차서비스,33.2486939,126.4072788,제주전기자동차서비스,20240926.0,"[33.2486939, 126.4072788]"
신라호텔제주,알수없음,연중무휴,00:00,24:00,True,True,AC완속,7,7,True,서귀포시,제주특별자치도 서귀포시 색달동 3039-3,제주특별자치도 서귀포시 중문관광로72번길 75,제주전기자동차서비스,33.2486939,126.4072788,제주전기자동차서비스,20240925.0,"[33.2486939, 126.4072788]"
신라호텔제주,알수없음,연중무휴,00:00,24:00,True,True,DC차데모+DC콤보,7,7,True,서귀포시,제주특별자치도 서귀포시 색달동 3039-3,제주특별자치도 서귀포시 중문관광로72번길 75,제주전기자동차서비스,33.2486939,126.4072788,제주전기자동차서비스,20240925.0,"[33.2486939, 126.4072788]"
중문덤장,알수없음,연중무휴,00:00,24:00,True,True,AC완속,1,1,True,서귀포시,제주특별자치도 서귀포시 색달동 2119,제주특별자치도 서귀포시 천제연로 17,제주전기자동차서비스,33.25755342,126.40795975,제주전기자동차서비스,20240926.0,"[33.25755342, 126.40795975]"
중문덤장,알수없음,연중무휴,00:00,24:00,True,True,DC콤보,1,1,True,서귀포시,제주특별자치도 서귀포시 색달동 2119,제주특별자치도 서귀포시 천제연로 17,제주전기자동차서비스,33.25755342,126.40795975,제주전기자동차서비스,20240926.0,"[33.25755342, 126.40795975]"
사이프러스CC,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 표선면 성읍리 3129,제주특별자치도 서귀포시 표선면 번영로 2300,제주전기자동차서비스,33.41427554,126.74489098,제주전기자동차서비스,20240926.0,"[33.41427554, 126.74489098]"
홈플러스 서귀포점,알수없음,연중무휴,00:00,24:00,False,True,DC차데모+AC3상+DC콤보,0,6,True,서귀포시,제주특별자치도 서귀포시 동홍동 1558,제주특별자치도 서귀포시 중앙로 180,제주전기자동차서비스,33.26075079,126.55972054,제주전기자동차서비스,20240926.0,"[33.26075079, 126.55972054]"
박물관은살아있다,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 색달동 2629,제주특별자치도 서귀포시 중문관광로 42,제주전기자동차서비스,33.2550158,126.409676,제주전기자동차서비스,20240926.0,"[33.2550158, 126.409676]"
스마일게이트,알수없음,연중무휴,00:00,24:00,True,True,DC차데모+AC3상+DC콤보,2,2,True,서귀포시,제주특별자치도 서귀포시 안덕면 서광리 725,제주특별자치도 서귀포시 안덕면 중산간서로 1878,제주전기자동차서비스,33.289506,126.322123,제주전기자동차서비스,20240926.0,"[33.289506, 126.322123]"
스마일게이트,알수없음,연중무휴,00:00,24:00,True,True,AC완속,2,2,True,서귀포시,제주특별자치도 서귀포시 안덕면 서광리 725,제주특별자치도 서귀포시 안덕면 중산간서로 1878,제주전기자동차서비스,33.289506,126.322123,제주전기자동차서비스,20240926.0,"[33.289506, 126.322123]"
아프리카박물관,알수없음,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,서귀포시,제주특별자치도 서귀포시 대포동 1833,제주특별자치도 서귀포시 이어도로 49,제주전기자동차서비스,33.2394722,126.42915419,제주전기자동차서비스,20240925.0,"[33.2394722, 126.42915419]"
중문리조트,알수없음,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,서귀포시,제주특별자치도 서귀포시 색달동 1821-3,제주특별자치도 서귀포시 색달로 117,제주전기자동차서비스,33.262471,126.415525,제주전기자동차서비스,20240925.0,"[33.262471, 126.415525]"
세계자동차제주박물관,알수없음,연중무휴,00:00,24:00,True,True,AC완속,3,1,True,서귀포시,제주특별자치도 서귀포시 안덕면 상창리 2065-4,제주특별자치도 서귀포시 안덕면 중산간서로 1610,제주전기자동차서비스,33.282381,126.349967,제주전기자동차서비스,20240206.0,"[33.282381, 126.349967]"
세계자동차제주박물관,알수없음,연중무휴,00:00,24:00,True,True,DC차데모+DC콤보,3,1,True,서귀포시,제주특별자치도 서귀포시 안덕면 상창리 2065-4,제주특별자치도 서귀포시 안덕면 중산간서로 1610,제주전기자동차서비스,33.282381,126.349967,제주전기자동차서비스,20240926.0,"[33.282381, 126.349967]"
젠하이드어웨이,알수없음,연중무휴,00:00,24:00,True,True,DC차데모+DC콤보,4,1,True,서귀포시,제주특별자치도 서귀포시 안덕면 사계리 2032-7,제주특별자치도 서귀포시 안덕면 사계남로 186-8,제주전기자동차서비스,33.229234,126.308616,제주전기자동차서비스,20240926.0,"[33.229234, 126.308616]"
젠하이드어웨이,알수없음,연중무휴,00:00,24:00,True,True,AC완속,4,1,True,서귀포시,제주특별자치도 서귀포시 안덕면 사계리 2032-7,제주특별자치도 서귀포시 안덕면 사계남로 186-8,제주전기자동차서비스,33.229234,126.308616,제주전기자동차서비스,20230908.0,"[33.229234, 126.308616]"
봉봉감귤체험농장,알수없음,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,서귀포시,제주특별자치도 서귀포시 남원읍 신례리 720-1,제주특별자치도 서귀포시 남원읍 중산간동로7141번길 16,제주전기자동차서비스,33.281739,126.629794,제주전기자동차서비스,20240926.0,"[33.281739, 126.629794]"
세븐일레븐 산방산로드점,알수없음,연중무휴,00:00,24:00,False,True,DC차데모+DC콤보,0,1,True,서귀포시,제주특별자치도 서귀포시 안덕면 사계리 253-3,제주특별자치도 서귀포시 안덕면 사계북로 190,제주전기자동차서비스,33.2376445,126.307106,제주전기자동차서비스,20240926.0,"[33.2376445, 126.307106]"
성산자동차공업사,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 성산읍 시흥리 718-4,제주특별자치도 서귀포시 성산읍 일주동로 3965,제주전기자동차서비스,33.472051,126.902493,제주전기자동차서비스,20231124.0,"[33.472051, 126.902493]"
우리들국수,알수없음,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,서귀포시,제주특별자치도 서귀포시 성산읍 고성리 224-18,제주특별자치도 서귀포시 성산읍 섭지코지로 63,제주전기자동차서비스,33.436997,126.922411,제주전기자동차서비스,20240703.0,"[33.436997, 126.922411]"
국립기상과학원,알수없음,연중무휴,09:00,18:00,True,False,AC완속,3,0,True,서귀포시,제주특별자치도 서귀포시 서호동 1508,제주특별자치도 서귀포시 서호북로 33,제주전기자동차서비스,33.258739,126.517845,제주전기자동차서비스,20240926.0,"[33.258739, 126.517845]"
루체클래식아파트,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 법환동 1196-12,제주특별자치도 서귀포시 법환로 51,제주전기자동차서비스,33.238704,126.51052,제주전기자동차서비스,20240926.0,"[33.238704, 126.51052]"
표선2차반석타운아파트,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 표선면 표선리 1534-1,제주특별자치도 서귀포시 표선면 표선동서로61번길 124,제주전기자동차서비스,33.320929,126.828147,제주전기자동차서비스,20240926.0,"[33.320929, 126.828147]"
흥진자동차공업사,알수없음,연중무휴,09:00,18:00,True,False,AC완속,1,0,True,서귀포시,제주특별자치도 서귀포시 남원읍 위미리 2883,제주특별자치도 서귀포시 남원읍 태위로 95-1,제주전기자동차서비스,33.274967,126.657803,제주전기자동차서비스,20240926.0,"[33.274967, 126.657803]"
취다선리조트,알수없음,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,서귀포시,제주특별자치도 서귀포시 성산읍 오조리 398-10,제주특별자치도 서귀포시 성산읍 해맞이해안로 2688,제주전기자동차서비스,33.471847,126.912571,제주전기자동차서비스,20240926.0,"[33.471847, 126.912571]"
페를로,알수없음,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,서귀포시,제주특별자치도 서귀포시 안덕면 덕수리 2155-4,제주특별자치도 서귀포시 안덕면 덕수회관로74번길 33,제주전기자동차서비스,33.25674,126.306135,제주전기자동차서비스,20240926.0,"[33.25674, 126.306135]"
감귤연구소,알수없음,연중무휴,09:00,18:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 남원읍 하례리 1318,제주특별자치도 서귀포시 남원읍 하례광장로 107,제주전기자동차서비스,33.302426,126.611857,제주전기자동차서비스,20240926.0,"[33.302426, 126.611857]"
소낭밭가든,알수없음,연중무휴,09:00,18:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 회수동 571,제주특별자치도 서귀포시 대포복개로110번길 133,제주전기자동차서비스,33.25222,126.446586,제주전기자동차서비스,20240703.0,"[33.25222, 126.446586]"
사해방,알수없음,연중무휴,09:00,18:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 중문동 1891-7,제주특별자치도 서귀포시 천제연로 263,제주전기자동차서비스,33.251533,126.432668,제주전기자동차서비스,20240926.0,"[33.251533, 126.432668]"
갈비미,알수없음,연중무휴,09:00,18:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 강정동 4789-1,제주특별자치도 서귀포시 강정통물로 1,제주전기자동차서비스,33.22853,126.474959,제주전기자동차서비스,20240926.0,"[33.22853, 126.474959]"
롯데아트빌라스제주,알수없음,연중무휴,09:00,18:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 색달동 301,제주특별자치도 서귀포시 색달중앙로252번길 124,제주전기자동차서비스,33.28794,126.415941,제주전기자동차서비스,20240925.0,"[33.28794, 126.415941]"
캠파제주,알수없음,연중무휴,09:00,18:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 상효동 1116-1,제주특별자치도 서귀포시 516로 574-23,제주전기자동차서비스,33.298519,126.601029,제주전기자동차서비스,20240709.0,"[33.298519, 126.601029]"
도원자동차공업사,알수없음,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,서귀포시,제주특별자치도 서귀포시 토평동 3272-5,제주특별자치도 서귀포시 토평공단로139번길 11-1,제주전기자동차서비스,33.292789,126.581657,제주전기자동차서비스,20240926.0,"[33.292789, 126.581657]"
관통사,알수없음,연중무휴,09:00,18:00,True,True,AC완속,2,1,True,서귀포시,제주특별자치도 서귀포시 표선면 표선리 1636,제주특별자치도 서귀포시 표선면 표선관정로 52,제주전기자동차서비스,33.326582,126.826502,제주전기자동차서비스,20240926.0,"[33.326582, 126.826502]"
구구스트릿,알수없음,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,서귀포시,제주특별자치도 서귀포시 색달동 1898-1,제주특별자치도 서귀포시 색달로 99,제주전기자동차서비스,33.262088,126.413774,제주전기자동차서비스,20240926.0,"[33.262088, 126.413774]"
르페도라,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 남원읍 신례리 994,제주특별자치도 서귀포시 남원읍 신례중앙로 6,제주전기자동차서비스,33.289602,126.629271,제주전기자동차서비스,20240926.0,"[33.289602, 126.629271]"
금데기횟집,알수없음,연중무휴,10:00,23:00,True,False,AC완속,1,0,True,서귀포시,제주특별자치도 서귀포시 표선면 표선리 45,제주특별자치도 서귀포시 표선면 표선당포로 19-5,제주전기자동차서비스,33.326326,126.844109,제주전기자동차서비스,20240708.0,"[33.326326, 126.844109]"
농업회사법인 백록,알수없음,연중무휴,09:00,18:00,True,False,AC완속,1,0,True,서귀포시,제주특별자치도 서귀포시 성산읍 고성리 448-1,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 12,제주전기자동차서비스,33.440078,126.919974,제주전기자동차서비스,20240703.0,"[33.440078, 126.919974]"
클럽이에스 제주리조트,알수없음,연중무휴,00:00,24:00,True,False,AC완속,6,0,True,서귀포시,제주특별자치도 서귀포시 하원동 1885,제주특별자치도 서귀포시 1100로 501,제주전기자동차서비스,33.289451,126.455968,제주전기자동차서비스,20240926.0,"[33.289451, 126.455968]"
남극노인성전통한옥휴양펜션,알수없음,연중무휴,09:00,18:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 상효동 199,제주특별자치도 서귀포시 하신상로 216,제주전기자동차서비스,33.276143,126.606651,제주전기자동차서비스,20240709.0,"[33.276143, 126.606651]"
해촌,알수없음,연중무휴,09:00,20:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 성산읍 성산리 399-10,제주특별자치도 서귀포시 성산읍 일출로 220,제주전기자동차서비스,33.459217,126.930007,제주전기자동차서비스,20220414.0,"[33.459217, 126.930007]"
바랑쉬게스트하우스,알수없음,연중무휴,09:00,24:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 성산읍 온평리 1111-2,제주특별자치도 서귀포시 성산읍 환해장성로 496,제주전기자동차서비스,33.400996,126.903679,제주전기자동차서비스,20240926.0,"[33.400996, 126.903679]"
슬로우트립 게스트하우스,알수없음,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,서귀포시,제주특별자치도 서귀포시 성산읍 오조리 741,제주특별자치도 서귀포시 성산읍 오조로85번길 4,제주전기자동차서비스,33.461511,126.914608,제주전기자동차서비스,20240703.0,"[33.461511, 126.914608]"
펫소풍,알수없음,연중무휴,00:00,24:00,True,False,AC완속,1,0,True,서귀포시,제주특별자치도 서귀포시 안덕면 서광리 2188-1,제주특별자치도 서귀포시 안덕면 화순서서로 458,제주전기자동차서비스,33.282796,126.304827,제주전기자동차서비스,20240926.0,"[33.282796, 126.304827]"
롯데스카이힐제주cc,알수없음,연중무휴,09:00,18:00,True,False,AC완속,3,0,True,서귀포시,제주특별자치도 서귀포시 색달동 240,제주특별자치도 서귀포시 상예로 530,제주전기자동차서비스,33.287777,126.404027,제주전기자동차서비스,20240926.0,"[33.287777, 126.404027]"
하영횟집,알수없음,연중무휴,09:00,18:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 서호동 130-6,제주특별자치도 서귀포시 이어도로 1043,제주전기자동차서비스,33.245259,126.522282,제주전기자동차서비스,20240705.0,"[33.245259, 126.522282]"
남원솔내음,알수없음,입주민 전용,00:00,24:00,True,False,AC완속,3,0,True,서귀포시,제주특별자치도 서귀포시 남원읍 남원리 1273,제주특별자치도 서귀포시 남원읍 남원중앙로 36,제주전기자동차서비스,33.280914,126.713028,제주전기자동차서비스,20240924.0,"[33.280914, 126.713028]"
서귀포 칠돈가,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 서홍동 1348-4,제주특별자치도 서귀포시 일주동로 8800,제주전기자동차서비스,33.253874,126.548899,제주전기자동차서비스,20240926.0,"[33.253874, 126.548899]"
모메든식당 중문점,알수없음,연중무휴,09:00,22:00,True,False,AC완속,1,0,True,서귀포시,제주특별자치도 서귀포시 하원동 1381-1,제주특별자치도 서귀포시 일주서로 508,제주전기자동차서비스,33.25346,126.454507,제주전기자동차서비스,20240705.0,"[33.25346, 126.454507]"
산들애풀하우스펜션,알수없음,연중무휴,09:00,18:00,True,False,AC완속,1,0,True,서귀포시,제주특별자치도 서귀포시 성산읍 수산리 2721-3,제주특별자치도 서귀포시 성산읍 서성일로 689-8,제주전기자동차서비스,33.429711,126.857147,제주전기자동차서비스,20240926.0,"[33.429711, 126.857147]"
효림스카이아파트,알수없음,입주민 전용,00:00,24:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 서귀동 150,제주특별자치도 서귀포시 태평로 446,제주전기자동차서비스,33.24619,126.567639,제주전기자동차서비스,20240926.0,"[33.24619, 126.567639]"
골드원 호텔앤드스위트,알수없음,연중무휴,09:00,18:00,True,False,AC완속,4,0,True,서귀포시,제주특별자치도 서귀포시 서호동 115,제주특별자치도 서귀포시 이어도로 1032,제주전기자동차서비스,33.244115,126.522254,제주전기자동차서비스,20240605.0,"[33.244115, 126.522254]"
카사로마호텔,알수없음,연중무휴,09:00,18:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 서귀동 314-2,제주특별자치도 서귀포시 태평로 347,제주전기자동차서비스,33.246807,126.558123,제주전기자동차서비스,20240904.0,"[33.246807, 126.558123]"
워시엔조이 제주안덕사계점,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 안덕면 사계리 198-1,제주특별자치도 서귀포시 안덕면 산방로 244,제주전기자동차서비스,33.235913,126.309443,제주전기자동차서비스,20230922.0,"[33.235913, 126.309443]"
서귀포농협 하나로마트,출입구 쪽에 가장 가까운 주차장,연중무휴,00:00,24:00,True,True,DC차데모+DC콤보,2,1,True,서귀포시,제주특별자치도 서귀포시 토평동 880-1,제주특별자치도 서귀포시 516로 40,제주전기자동차서비스,33.2579746,126.5798409,제주전기자동차서비스,20240926.0,"[33.2579746, 126.5798409]"
서귀포농협 하나로마트,출입구 쪽에 가장 가까운 주차장,연중무휴,00:00,24:00,True,True,AC완속,2,1,True,서귀포시,제주특별자치도 서귀포시 토평동 880-1,제주특별자치도 서귀포시 516로 40,제주전기자동차서비스,33.2579746,126.5798409,제주전기자동차서비스,20240926.0,"[33.2579746, 126.5798409]"
제주공감게스트하우스,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 대정읍 일과리 1289-2,제주특별자치도 서귀포시 대정읍 일과대수로27번길 35,제주전기자동차서비스,33.238083,126.229261,제주전기자동차서비스,20240926.0,"[33.238083, 126.229261]"
산방산애펜션 누루빌,알수없음,연중무휴,00:00,24:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 안덕면 사계리 516-6,제주특별자치도 서귀포시 안덕면 사계로114번길 53-23,제주전기자동차서비스,33.243952,126.303525,제주전기자동차서비스,20240924.0,"[33.243952, 126.303525]"
세림맨숀아파트,알수없음,입주민 전용,00:00,24:00,True,False,AC완속,1,0,True,서귀포시,제주특별자치도 서귀포시 서홍동 344-3,제주특별자치도 서귀포시 홍중로 75,제주전기자동차서비스,33.259133,126.555489,제주전기자동차서비스,20240926.0,"[33.259133, 126.555489]"
탐라해오름,알수없음,입주민 전용,00:00,24:00,True,False,AC완속,1,0,True,서귀포시,제주특별자치도 서귀포시 법환동 744-7,제주특별자치도 서귀포시 김정문화로41번길 10-1,제주전기자동차서비스,33.252394,126.509575,제주전기자동차서비스,20240926.0,"[33.252394, 126.509575]"
한옥호텔 한라궁,알수없음,연중무휴,09:00,18:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 토평동 581-11,제주특별자치도 서귀포시 칠십리로 243,(주)제주전기자동차서비스,33.248357,126.578225,제주전기자동차서비스,20240926.0,"[33.248357, 126.578225]"
제주하나호텔,알수없음,연중무휴,09:00,18:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 색달동 2812-2,제주특별자치도 서귀포시 중문관광로72번길 53,제주전기자동차서비스,33.249878,126.408103,제주전기자동차서비스,20240926.0,"[33.249878, 126.408103]"
천지연호텔,알수없음,연중무휴,09:00,18:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 서귀동 654-5,제주특별자치도 서귀포시 솔동산로 40,제주전기자동차서비스,33.24207507,126.56251123,제주전기자동차서비스,20240926.0,"[33.24207507, 126.56251123]"
서가앤쿡 서귀포 토평점,알수없음,연중무휴,09:00,18:00,True,False,AC완속,1,0,True,서귀포시,제주특별자치도 서귀포시 토평동 1045-3,제주특별자치도 서귀포시 검은여로 191,제주전기자동차서비스,33.258123,126.585957,제주전기자동차서비스,20240923.0,"[33.258123, 126.585957]"
민우중문아파트,알수없음,입주민 전용,00:00,24:00,True,False,AC완속,3,0,True,서귀포시,제주특별자치도 서귀포시 중문동 1999-2,제주특별자치도 서귀포시 천제연로213번길 14-3,제주전기자동차서비스,33.252668,126.4285,제주전기자동차서비스,20240926.0,"[33.252668, 126.4285]"
서광밝은뜨락원룸,알수없음,입주민 전용,00:00,24:00,True,False,AC완속,1,0,True,서귀포시,제주특별자치도 서귀포시 안덕면 서광리 1398,제주특별자치도 서귀포시 안덕면 녹차분재로 85,제주전기자동차서비스,33.290691,126.298514,제주전기자동차서비스,20240926.0,"[33.290691, 126.298514]"
동홍주공2단지아파트,알수없음,입주민 전용,00:00,24:00,True,False,AC완속,3,0,True,서귀포시,제주특별자치도 서귀포시 동홍동 119,제주특별자치도 서귀포시 동홍중앙로 30,제주전기자동차서비스,33.253856,126.572498,제주전기자동차서비스,20240926.0,"[33.253856, 126.572498]"
세교메디칼,알수없음,연중무휴,09:00,18:00,True,False,AC완속,2,0,True,서귀포시,제주특별자치도 서귀포시 남원읍 태흥리 80-16,제주특별자치도 서귀포시 남원읍 일주동로 6761,제주전기자동차서비스,33.291894,126.755966,제주전기자동차서비스,20240926.0,"[33.291894, 126.755966]"
구두미연탄구이,알수없음,연중무휴,09:00,18:00,True,False,AC완속,1,0,True,서귀포시,제주특별자치도 서귀포시 보목동 1289-2,제주특별자치도 서귀포시 문필로 71,제주전기자동차서비스,33.242615,126.595885,제주전기자동차서비스,20240923.0,"[33.242615, 126.595885]"
데이즈힐 블루스톤,알수없음,입주민 전용,00:00,24:00,True,False,AC완속,4,0,True,서귀포시,제주특별자치도 서귀포시 토평동 3289,제주특별자치도 서귀포시 동홍로302번길 6,제주전기자동차서비스,33.275254,126.567901,제주전기자동차서비스,20240926.0,"[33.275254, 126.567901]"
제주항공우주박물관,알수없음,연중무휴,09:00,18:00,True,False,AC완속,10,0,True,서귀포시,제주특별자치도 서귀포시 안덕면 서광리 산 39,제주특별자치도 서귀포시 안덕면 녹차분재로 218,제주전기자동차서비스,33.304268,126.299672,제주전기자동차서비스,20240926.0,"[33.304268, 126.299672]"
스마트리치아파트,알수없음,입주민 전용,00:00,24:00,True,False,AC완속,4,0,True,서귀포시,제주특별자치도 서귀포시 서홍동 2596,제주특별자치도 서귀포시 중앙로207번길 8,제주전기자동차서비스,33.263324,126.557854,제주전기자동차서비스,20240923.0,"[33.263324, 126.557854]"
